"source","target","weight"
"Anti-Capitalist Action","Greece",1
"Anti-Capitalist Brigades","Portugal",1
"Anti-Capitalist Commando","West Germany (FRG)",1
"Anti-Castro Command","Cuba",2
"Anti-Castro Command","Venezuela",1
"Anti-Castro Group","United States",2
"Anti-Chon radical elements","South Korea",1
"Anti-Christian extremists","India",1
"Anti-Clerical Pro-Sex Toys Group","Spain",2
"Anti-Communist Action Alliance","Honduras",1
"Anti-Communist Command (KAK)","Indonesia",1
"Anti-Communist Commando of the South","Guatemala",4
"Anti-Communist Patriotic Front","Nicaragua",2
"Anti-Communist rebels","Mozambique",1
"Anti-Communist Viets Organization","Vietnam",1
"Anti-Communist Vigilante Group","Sri Lanka",4
"Anti-Communist Vigilante Patrol","Philippines",1
"Anti-Democratic Struggle","Saudi Arabia",1
"Anti-Democratic Struggle","Turkey",1
"Anti-Environmentalists","United States",4
"Anti-Establishment Nucleus","United States",2
"Anti-Fascist Action","Greece",1
"Anti-Fascist Territorial Group","Italy",2
"Anti-feminist extremists","Canada",1
"Anti-Gentrification Front","Canada",1
"Anti-Government Demonstrators","Madagascar",1
"Anti-Government Demonstrators","Panama",2
"Anti-Government Demonstrators","Thailand",1
"Anti-Government Demonstrators","Venezuela",3
"Anti-Government extremists","Canada",1
"Anti-Government extremists","Fiji",2
"Anti-Government extremists","Mexico",1
"Anti-Government extremists","Nepal",1
"Anti-Government extremists","Portugal",1
"Anti-Government extremists","Russia",1
"Anti-Government extremists","Uganda",1
"Anti-Government extremists","United States",33
"Anti-Government extremists","Zimbabwe",1
"Anti-Government Group","Bangladesh",9
"Anti-Government Group","Dominica",2
"Anti-Government Group","Germany",1
"Anti-Government Group","Iran",2
"Anti-Government Group","Italy",1
"Anti-Government Group","Nigeria",1
"Anti-Government Group","United States",6
"Anti-Government Group","Venezuela",3
"Anti-Government Guerrillas","Angola",1
"Anti-Government Guerrillas","Burundi",1
"Anti-Government Guerrillas","Italy",1
"Anti-Government Guerrillas","Nepal",11
"Anti-Government Guerrillas","Uganda",4
"Anti-Government Guerrillas","United States",2
"Anti-government rioters","Malawi",1
"Anti-govt student groups","Venezuela",1
"Anti-Gun Control extremists","United States",3
"anti-hunting protestors","Great Britain",1
"Anti-Immigrant extremists","Germany",1
"Anti-Immigrant extremists","India",3
"Anti-Immigrant extremists","Iraq",1
"Anti-Immigrant extremists","Poland",1
"Anti-Immigrant extremists","Sweden",1
"Anti-Imperialist Cell (AIZ)","Germany",3
"Anti-Imperialist Commando","Argentina",1
"Anti-Imperialist Fighters for a Free Palestine","Egypt",1
"Anti-Imperialist International Brigades","Great Britain",1
"Anti-Imperialist International Brigades","Japan",1
"Anti-Imperialist International Brigades","United States",2
"Anti-Imperialist Patriotic Union","Dominican Republic",1
"Anti-Imperialist Students Council","Japan",1
"Anti-Imperialist Territorial Nuclei (NTA)","Italy",2
"Anti-Imperialistic Communist Revolutionaries","Italy",2
"Anti-Independence extremists","Indonesia",2
"Anti-Independence extremists","Spain",1
"Anti-Iran Government Exiles","Iran",10
"Anti-Israeli extremists","Egypt",1
"Anti-Israeli extremists","Israel",1
"Anti-Kim Jong-il extremists","United States",1
"Anti-Kurdish Turks","Turkey",2
"Anti-Liberal extremists","United States",1
"Anti-Marxist Commando","Spain",1
"Anti-Monarchists","Japan",5
"Anti-Monarchists","Nepal",2
"Anti-Muslim extremists","Bangladesh",1
"Anti-Muslim extremists","Bulgaria",1
"Anti-Muslim extremists","Canada",1
"Anti-Muslim extremists","France",1
"Anti-Muslim extremists","Great Britain",4
"Anti-Muslim extremists","Sweden",1
"Anti-Muslim extremists","United States",18
"Anti-Narita Extremists","Japan",2
"Anti-Nuclear extremists","France",8
"Anti-Nuclear extremists","Germany",3
"Anti-Nuclear extremists","Japan",7
"Anti-Nuclear extremists","Philippines",1
"Anti-Nuclear extremists","Taiwan",2
"Anti-Nuclear extremists","United States",1
"Anti-Nuclear Society for a Silent Counter-Offensive (ANGST)","France",1
"Anti-Park extremists","South Korea",1
"Anti-Police extremists","Japan",5
"Anti-Police extremists","United States",6
"Anti-Racist Guerrilla Nuclei","Italy",1
"Anti-Revolutionary Agents","Iran",3
"Anti-Semitic extremists","Argentina",1
"Anti-Semitic extremists","Canada",1
"Anti-Semitic extremists","France",4
"Anti-Semitic extremists","Great Britain",1
"Anti-Semitic extremists","Norway",1
"Anti-Semitic extremists","Russia",2
"Anti-Semitic extremists","Tunisia",1
"Anti-Semitic extremists","United States",10
"Anti-Semitic extremists","Uruguay",1
"Anti-Sikh extremists","United States",1
"Anti-Socials","Chile",1
"Anti-Socials","India",1
"Anti-Soviet protest group","Soviet Union",1
"Anti-State Action","Greece",3
"Anti-State Justice","Greece",5
"Anti-State Proletarian Nuclei","Albania",1
"Anti-Technology extremists","United States",14
"Anti-Terrorism ETA (ATE)","France",1
"Anti-Terrorism ETA (ATE)","Spain",6
"Anti-Terrorist Liberation Group (GAL)","France",3
"Anti-Terrorist Liberation Group (GAL)","Spain",16
"Anti-Trump extremists","United States",1
"Anti-United States extremists","International",2
"Anti-United States extremists","Mexico",1
"Anti-United States extremists","United States",2
"Anti-White extremists","United States",3
"Anti-Yanukovych extremists","Turkey",1
"Anti-Zionist Commandos","United States",3
"Anti-Zionist Movement","Italy",2
"antiapartheid guerrillas","South Africa",1
"Antonia Martinez Student Commandos (AMSC)","Puerto Rico",1
"Anya-Nya II Militia","Sudan",1
"April 6th Liberation Movement","Belgium",1
"April 6th Liberation Movement","Philippines",28
"April 6th Liberation Movement","United States",2
"Aqmur","China",1
"Arab Commando Cells","United States",1
"Arab Communist Organization","Great Britain",2
"Arab Communist Organization","United States",8
"Arab Democratic Party","Syria",4
"Arab Liberation Army","Great Britain",1
"Arab Liberation Front (ALF)","Iran",1
"Arab Liberation Front (ALF)","Israel",3
"Arab Movement of Azawad (MAA)","Mali",7
"Arab People's Group","Iran",1
"Arab Revenge Organization","Great Britain",1
"Arab Revolution/Liberation Vanguard Organization","Iraq",1
"Arab Revolution/Liberation Vanguard Organization","Soviet Union",2
"Arab Revolution/Liberation Vanguard Organization","Syria",3
"Arab Revolutionary Army","Israel",8
"Arab Revolutionary Cells","Greece",1
"Arab Revolutionary Cells","United States",2
"Arab Revolutionary Front","United States",1
"Arab Separatists","Iran",23
"Arab Socialist Baath Party","Lebanon",2
"Arab Socialist Baath Party of Iraq","Iraq",1
"Arab Socialist Union Members","Lebanon",1
"Arab Steadfastness Front","Egypt",1
"Arab Struggle","Lebanon",1
"Arab Unionist Nationalist Organization","Libya",1
"Arab Youth Group (Militant)","Iran",1
"Arabian Peninsula Freemen","Egypt",1
"Arabs","Great Britain",1
"Arabs","Greece",1
"Arabs","Iran",7
"Arabs","Israel",6
"Arabs","United States",1
"Arabs","West Bank and Gaza Strip",1
"Arakan Army (AA)","Bangladesh",1
"Arakan Army (AA)","Myanmar",1
"Arakan Liberation Party (ALP)","Bangladesh",2
"Arakan Rohingy Islamic Front","Myanmar",1
"Arauco Malleco Coordinating Group (CAM) - Chile","Chile",2
"Arbav Martyrs of Khuzestan","Iran",1
"Argentina Libre (Free Argentina)","Argentina",1
"Argentine Anticommunist Alliance (AAA)","Argentina",5
"Argentine Anticommunist Alliance (AAA)","Chile",1
"Argentine Anticommunist Alliance (AAA)","France",1
"Argentine Anticommunist Alliance (AAA)","Multinational",1
"Argentine Anticommunist Alliance (AAA)","Spain",11
"Argentine Liberation Front (FAL)","Argentina",3
"Argentine Liberation Front (FAL)","Chile",2
"Argentine Liberation Front (FAL)","Paraguay",1
"Argentine Liberation Front (FAL)","United States",1
"Argentine National Organization Movement (MANO)","Soviet Union",1
"Argentine National Organization Movement (MANO)","United States",1
"Argentine Youths for Sovereignty","Chile",1
"Ariska Brodraskapet (Aryan Brotherhood)","Sweden",1
"Aristide supporters","Haiti",4
"Armata Corsa","France",3
"Armata di Liberazione Naziunale (ALN)","Algeria",1
"Armata di Liberazione Naziunale (ALN)","France",7
"Armed Action Force (FADA)","Guatemala",1
"Armed Anti-Imperialist Movement","Italy",1
"Armed Brigades","France",1
"Armed Commandos for Liberation","Portugal",1
"Armed Commandos in the Fighting Army of Mario Zichieri","Italy",2
"Armed Commandos of Liberation","Dominican Republic",1
"Armed Commandos of Liberation","Puerto Rico",1
"Armed Commandos of Liberation","United States",11
"Armed Commandos of Student Self Defense","United States",1
"Armed Communist Commando","Germany",1
"Armed Communist Formations","Italy",2
"Armed Communist Formations","Spain",1
"Armed Communist Formations","United States",2
"Armed Communist Front","Great Britain",1
"Armed Communist Nucleus","Italy",4
"Armed Communist Struggle","Germany",3
"Armed Falange","Italy",3
"Armed Falange","Spain",3
"Armed Fight for Communism","Italy",4
"Armed Fight for Workers Power","Italy",1
"Armed Fighting Nucleus For Communism","Italy",1
"Armed Forces for a Federal Republic (FARF)","Chad",1
"Armed Forces for Liberation of East Timor (FALINTIL)","Indonesia",2
"Armed Forces for National Salvation - Army of the People (FASN-EP)","Nicaragua",2
"Armed Forces of National Liberation- Venezuela (FALN)","Venezuela",4
"Armed Forces of National Resistance (FARN)","Colombia",1
"Armed Forces of National Resistance (FARN)","El Salvador",34
"Armed Forces of National Resistance (FARN)","Great Britain",1
"Armed Forces of National Resistance (FARN)","Guatemala",1
"Armed Forces of National Resistance (FARN)","Japan",1
"Armed Forces of National Resistance (FARN)","United States",1
"Armed Forces of Popular Resistance (FARP)","Puerto Rico",2
"Armed Forces of Popular Resistance (FARP)","United States",1
"Armed Forces of the Chechen Republic of Ichkeria","Russia",12
"Armed Forces Revolutionary Council (AFRC)","Italy",1
"Armed Forces Revolutionary Council (AFRC)","Sierra Leone",1
"Armed Gold Miners","Brazil",1
"Armed Group for the Defence of the People","Italy",2
"Armed Group for the Liberation of Guadeloupe (GLAG)","France",6
"Armed Groups for Communism","France",1
"Armed Groups of Organised Proletariat","Italy",1
"armed guerrillas","United States",1
"Armed Islamic Group (GIA)","Algeria",208
"Armed Islamic Group (GIA)","Angola",1
"Armed Islamic Group (GIA)","Belgium",1
"Armed Islamic Group (GIA)","France",15
"Armed Islamic Group (GIA)","Lithuania",1
"Armed Islamic Group (GIA)","Oman",1
"Armed Islamic Group (GIA)","Russia",2
"Armed Islamic Group (GIA)","Tunisia",2
"Armed Islamic Movement","Algeria",1
"Armed Nuclei for Communism","Italy",2
"Armed Nuclei for Territorial Counterpower","Italy",3
"Armed Nucleus for Popular Autonomy","Bolivia",1
"Armed Nucleus for Popular Autonomy","France",4
"Armed Nucleus for Popular Autonomy","Spain",1
"Armed Nucleus of Communist Workers","Italy",1
"Armed People","Algeria",2
"Armed People","Guatemala",2
"Armed People","Haiti",4
"Armed People","Iran",1
"Armed People","Lebanon",1
"Armed People","Peru",1
"Armed People","Philippines",5
"Armed People","Rwanda",2
"Armed People","Tajikistan",1
"Armed People","United States",2
"Armed People's Units","Israel",1
"Armed Proletarian Formations","Italy",1
"Armed Proletarian Group","Italy",1
"Armed Proletarian Groups for Communism","Italy",4
"Armed Proletarian Nuclei (NAP)","Italy",24
"Armed Proletarian Nuclei (NAP)","United States",6
"Armed Proletarian Patrols","Italy",1
"Armed Proletarian Power","Italy",1
"Armed Proletarian Power","United States",5
"Armed Proletarian Squads","Italy",6
"Armed Proletariat Fighting Squad","Italy",1
"Armed Radical Groups for Communism","United States",1
"Armed Revolutionary Action (ENEDRA)","Greece",2
"Armed Revolutionary Groups","Italy",1
"Armed Revolutionary Independence Movement (MIRA)","Puerto Rico",1
"Armed Revolutionary Independence Movement (MIRA)","United States",29
"Armed Revolutionary Left (IRA)","Ecuador",2
"Armed Revolutionary Nuclei (NAR)","Italy",20
"Armed Squads for Communism","Italy",3
"Armed Struggle Cells","Great Britain",1
"Armed Struggle for Communism","Italy",4
"Armed Struggle for Proletarian Power","Italy",1
"Armed Struggle Organization","Israel",1
"Armed Subversives","Djibouti",1
"Armed Vanguards of a Second Mohammed Army","International",1
"Armed Womens Nuclei","Italy",1
"Armed Workers Nuclei","Italy",1
"Armed Workers Squads","Italy",4
"Armenian extremists","Soviet Union",2
"Armenian extremists","Turkey",1
"Armenian Group","Great Britain",1
"Armenian Group","Soviet Union",1
"Armenian Group","Turkey",2
"Armenian Group","United States",1
"Armenian Guerrillas","Azerbaijan",2
"Armenian Guerrillas","Soviet Union",6
"Armenian Guerrillas","Switzerland",1
"Armenian militants","Commonwealth of Independent States",1
"Armenian militants","Soviet Union",3
"Armenian nationalists","Armenia",1
"Armenian nationalists","Soviet Union",3
"Armenian Organization for Armed Struggle","Italy",1
"Armenian paramilitary group","Soviet Union",1
"Armenian Red Army","Turkey",1
"Armenian Revolutionary Army","Turkey",1
"Armenian Secret Army for the Liberation of Armenia","Argentina",1
"Armenian Secret Army for the Liberation of Armenia","Armenia",5
"Armenian Secret Army for the Liberation of Armenia","Belgium",1
"Armenian Secret Army for the Liberation of Armenia","Canada",1
"Armenian Secret Army for the Liberation of Armenia","Denmark",1
"Armenian Secret Army for the Liberation of Armenia","France",35
"Armenian Secret Army for the Liberation of Armenia","Germany",3
"Armenian Secret Army for the Liberation of Armenia","Great Britain",1
"Armenian Secret Army for the Liberation of Armenia","Guatemala",2
"Armenian Secret Army for the Liberation of Armenia","International",1
"Armenian Secret Army for the Liberation of Armenia","Iran",1
"Armenian Secret Army for the Liberation of Armenia","Israel",2
"Armenian Secret Army for the Liberation of Armenia","Italy",7
"Armenian Secret Army for the Liberation of Armenia","Kuwait",1
"Armenian Secret Army for the Liberation of Armenia","Lebanon",2
"Armenian Secret Army for the Liberation of Armenia","Multinational",5
"Armenian Secret Army for the Liberation of Armenia","Netherlands",2
"Armenian Secret Army for the Liberation of Armenia","Soviet Union",1
"Armenian Secret Army for the Liberation of Armenia","Switzerland",26
"Armenian Secret Army for the Liberation of Armenia","Turkey",73
"Armenian Secret Army for the Liberation of Armenia","United States",12
"Armenians","France",1
"Armenians","Soviet Union",1
"Armenians","Turkey",5
"Army for Freeing Scotland","Great Britain",3
"Army of God","Canada",3
"Army of God","United States",21
"Army of Islam","Egypt",1
"Army of Islam","Great Britain",1
"Army of Islam","United States",1
"Army of State Liberators","Israel",1
"Army of the Republic of Ilirida","Macedonia",2
"Army of the Tribes","Libya",3
"Arnoldo Camu Command","United States",1
"Arsonists","Greece",1
"Arsonists for Social Cohesion","Italy",3
"Artigas Guard Commando","Uruguay",1
"Artigas-Giachino Command","Denmark",1
"Arya","Iran",1
"Arya","Turkey",1
"Aryan Brotherhood","Italy",2
"Aryan Nation","United States",6
"Aryan Republican Army","United States",16
"Asa'ib Ahl al-Haqq","Great Britain",1
"Asa'ib Ahl al-Haqq","Iraq",62
"Asa'ib Ahl al-Haqq","United States",2
"Asbat al-Ansar","Lebanon",2
"Asbat al-Ansar","Russia",1
"Ashuar Tribe","Great Britain",1
"Association for the Enhancement of the Justice of the Great Japan","South Korea",1
"Association of Demobilized Armed Forces","El Salvador",3
"Association of Mobil Spill Affected Communities (AMSAC)","Netherlands",1
"Association of Students and Pupils in Mali (AEEM)","France",1
"Association Totalement Anti-Guerre (ATAG)","France",1
"Asylum Seekers","Germany",1
"ATALA","Ecuador",1
"Athens and Thessaloniki Arsonist Nuclei","Germany",6
"Athens and Thessaloniki Arsonist Nuclei","Greece",2
"Attaches","Haiti",1
"Attack Teams for the Dissolution of the Nation (Greece)","Greece",3
"Aum Shinri Kyo","Japan",8
"Authenticity and Development Front","Syria",1
"Autonomen","Germany",1
"Autonomen","West Germany (FRG)",1
"Autonomous Anarchist Groups","Spain",1
"Autonomous Anti-Capitalist Commandos (CAA)","France",3
"Autonomous Anti-Capitalist Commandos (CAA)","Spain",7
"Autonomous Decorators","Germany",1
"Autonomous Group for Armed Action","France",1
"Autonomous Groups","France",1
"Autonomous Intervention Collective Against the Zionist Presence in France","France",1
"Autonomous Manuel Rodriguez Patriotic Front","Chile",2
"Autonomous Manuel Rodriguez Patriotic Front","United States",1
"Autonomous Resistance","Greece",1
"Autonomous Resistance","Soviet Union",2
"Autonomous Revolutionary Brigade","France",1
"Autonomous Students","Italy",1
"Autonomy (Greece)","United States",1
"Autonomy (Italy)","Italy",11
"Autonomy Front","France",1
"Autonomy Front","Netherlands",1
"Autonomy-Seeking Arabs","Iran",3
"Avenge the Arab Nation","Germany",1
"Avengers of Peiper Group","France",1
"Avengers of the Infants","West Bank and Gaza Strip",2
"Awami League","Bangladesh",35
"Awami League","Pakistan",1
"Awdal Regional Administration Army (ARAA)","Somalia",1
"Ayesha bint al-Sadiq Brigade","Syria",1
"Azadejan (Liberation)","Iran",1
"Azania People's Organization (AZAPO)","Iran",1
"Azania People's Organization (AZAPO)","South Africa",4
"Azawad National Liberation Movement (MNLA)","International",3
"Azawad National Liberation Movement (MNLA)","Mali",19
"Azerbaijan Guerrillas","Armenia",1
"Azerbaijan Guerrillas","Azerbaijan",4
"Azerbaijan Guerrillas","Russia",1
"Azerbaijan Guerrillas","Soviet Union",2
"Azerbaijan Weapons Smugglers","Georgia",1
"Ba'adi (on my own behalf)","Israel",1
"Baader-Meinhof Group","France",1
"Baader-Meinhof Group","Germany",30
"Baader-Meinhof Group","Italy",1
"Baader-Meinhof Group","United States",24
"Baba Ladla Gang","Pakistan",2
"Babbar Khalsa International (BKI)","India",11
"Baby Liberation Army","Canada",1
"Badr Brigades","Iraq",1
"Bahoz","Germany",1
"Bahrain Province of the Islamic State","Saudi Arabia",2
"Bahujan Samaj Party","India",2
"Baloch Liberation Army (BLA)","China",2
"Baloch Liberation Army (BLA)","Pakistan",166
"Baloch Liberation Front (BLF)","China",1
"Baloch Liberation Front (BLF)","Pakistan",156
"Baloch Liberation Front (BLF)","Qatar",1
"Baloch Liberation Front (BLF)","United Arab Emirates",1
"Baloch Liberation Front (BLF)","United States",1
"Baloch Liberation Tigers (BLT)","Pakistan",8
"Baloch Militant Defense Army","Pakistan",1
"Baloch Mussalah Diffah Tanzim (BMDT)","Pakistan",1
"Baloch National Liberation Front","Pakistan",2
"Baloch Nationalists","Iran",1
"Baloch Nationalists","Nepal",1
"Baloch Nationalists","Pakistan",29
"Baloch Republican Army (BRA)","Pakistan",298
"Baloch Republican Guards (BRG)","Pakistan",8
"Baloch Waja Liberation Army (BWLA)","Pakistan",5
"Baloch Young Tigers (BYT)","Pakistan",3
"Balochistan Liberation United Front (BLUF)","Pakistan",28
"Balochistan National Army","Pakistan",1
"Bande des Rats (the rat pack) Ukranian Group","Soviet Union",1
"Bandits","Ecuador",1
"Bandits","India",2
"Bandits","International",3
"Bandits","Kenya",1
"Bandits","Laos",1
"Bandits","Pakistan",2
"Bandits","Thailand",1
"Bandits","United States",1
"Bangalee Somo Odhikar Andolon","Bangladesh",1
"Bangladesh Communist Party","Bangladesh",1
"Bangladesh National Socialist Party","Bangladesh",1
"Bangladesh Nationalist Party (BNP)","Bangladesh",82
"Bangladesh Road Transport Workers Federation","Bangladesh",2
